Date,BAC,CI,CL,COST,CVX,GS,HD,JPM,KO,LOW,MA,MCD,MS,PEP,PG,UNH,V,WMT,XOM,YUM
2022-08-09,30.633726119995117,264.8783264160156,72.74507904052734,511.0837097167969,131.07138061523438,304.8775329589844,275.35418701171875,104.72148132324219,56.04111862182617,180.1507110595703,338.2933349609375,237.013916015625,76.02958679199219,153.03094482421875,130.50711059570312,498.7102966308594,203.51785278320312,40.819358825683594,78.69940185546875,108.32228088378906
2022-08-10,31.67231559753418,266.7648010253906,72.99949645996094,514.899169921875,131.41720581054688,315.1028747558594,281.10107421875,107.45341491699219,56.57442855834961,185.900390625,344.9706115722656,238.19863891601562,78.25692749023438,154.29379272460938,131.74073791503906,499.1371154785156,205.29888916015625,40.90487289428711,79.446533203125,110.40664672851562
2022-08-11,32.43092727661133,265.7704162597656,72.23623657226562,507.630859375,134.6220703125,318.5174560546875,280.2981262207031,109.041748046875,56.19222640991211,186.59254455566406,342.2371826171875,236.30300903320312,79.4102554321289,153.5045166015625,130.80426025390625,494.6258544921875,204.67343139648438,41.29936599731445,81.7447738647461,109.04486846923828
2022-08-12,32.78314971923828,270.3424377441406,72.95404815673828,512.409423828125,134.81605529785156,320.45562744140625,284.08734130859375,110.84794616699219,56.61886215209961,190.55181884765625,345.83941650390625,238.946044921875,80.69561004638672,155.51280212402344,132.07394409179688,504.6880187988281,204.91586303710938,42.062862396240234,82.45528411865234,109.46172332763672
2022-08-15,32.73798751831055,270.2960510253906,73.8172607421875,520.5552978515625,132.2521514892578,322.2942199707031,283.8346862792969,111.14745330810547,57.329933166503906,192.00079345703125,351.38427734375,241.91709899902344,81.01254272460938,157.22288513183594,133.77587890625,505.56060791015625,209.8513641357422,42.18375778198242,80.98161315917969,109.53584289550781
2022-08-16,33.0902099609375,270.0543212890625,74.67138671875,527.4895629882812,131.91477966308594,321.4971618652344,295.3554992675781,112.20935821533203,57.80101776123047,197.6120147705078,350.7008972167969,242.69180297851562,80.83645629882812,158.13491821289062,135.00950622558594,506.93450927734375,210.5495147705078,44.33748245239258,80.22722625732422,110.27696228027344
2022-08-17,32.88248825073242,270.974365234375,74.66229248046875,530.6373901367188,133.00274658203125,320.3831481933594,293.8940124511719,111.26542663574219,57.667694091796875,198.76565551757812,346.8741760253906,243.1748809814453,80.42267608642578,158.04725646972656,134.38818359375,505.8948974609375,208.009033203125,44.38520050048828,80.8763427734375,110.341796875
2022-08-18,32.76508712768555,270.31451416015625,75.28016662597656,535.0630493164062,135.3346710205078,321.0896301269531,293.39776611328125,110.40319061279297,57.96990966796875,199.7808380126953,348.8558654785156,242.9560546875,80.75723266601562,158.20509338378906,134.86544799804688,506.0990905761719,208.71690368652344,44.242042541503906,82.78861236572266,109.26719665527344
2022-08-19,32.0425910949707,272.2567138671875,75.66178894042969,528.929931640625,134.20274353027344,316.33465576171875,289.8882751464844,107.6712646484375,57.925453186035156,195.06483459472656,345.8491516113281,242.91966247558594,79.24298858642578,158.00338745117188,134.82945251464844,508.9766540527344,206.3606719970703,43.58987808227539,82.52544403076172,108.06290435791016
2022-08-22,31.35622215270996,270.88140869140625,74.47148895263672,520.2881469726562,133.53041076660156,310.1306457519531,281.6694641113281,105.89232635498047,57.06327819824219,193.8004150390625,337.28790283203125,239.64779663085938,77.87837982177734,156.49496459960938,134.46920776367188,505.4956970214844,202.27842712402344,42.81046676635742,82.46405029296875,106.29350280761719
2022-08-23,31.07625961303711,266.0770263671875,73.56285858154297,517.045166015625,137.86227416992188,308.1018981933594,276.8788757324219,104.84854888916016,57.12549591064453,191.47474670410156,332.77783203125,237.451416015625,77.73753356933594,156.42486572265625,131.8758544921875,497.3548889160156,200.5233612060547,42.62913131713867,85.96401977539062,106.26570892333984
